"BudgetHistoryLink","BUDGET","KEY","Budget#","FullAccount","Account","AcctDesc","Description","Dept","L/N","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec","Total","BudgetYear+1","BudgetYear+2","BudgetYear+3","BudgetYear+4","DIFF","Comments","Ranking","ImportDate","BudgetYear"
"174738","Kyger","KygerPLANNED-05003-1-20-401-20-320-512-236-4","           ","003-1-20-401-20-320-512-236-4","003-1-20-401-20-320-512-236-4","WATERWALLS","OMC FUNDING - $150,600","PLANNED-05","N","0","0","0","0","0","0","0","0","0","150600","0","0","0","0","0","0","0","0","OMC FUNDING $150,600","1-Base","2025-10-21 11:50:02","2025"
"174865","Kyger","KygerUNPLANNED003-1-20-401-20-320-512-240-4","           ","003-1-20-401-20-320-512-240-4","003-1-20-401-20-320-512-240-4","SLAG BLOWERS","","UNPLANNED","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1-Base","2025-10-21 11:50:02","2025"
"174866","Kyger","KygerUNPLANNED003-1-20-401-20-320-512-248-4","           ","003-1-20-401-20-320-512-248-4","003-1-20-401-20-320-512-248-4","BOILER DRAIN VALVES","","UNPLANNED","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1-Base","2025-10-21 11:50:02","2025"
"174867","Kyger","KygerUNPLANNED003-1-20-401-20-320-512-252-4","           ","003-1-20-401-20-320-512-252-4","003-1-20-401-20-320-512-252-4","DESLAG BOILER","","UNPLANNED","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1-Base","2025-10-21 11:50:02","2025"
"174868","Kyger","KygerUNPLANNED003-1-20-401-20-320-512-259-4","           ","003-1-20-401-20-320-512-259-4","003-1-20-401-20-320-512-259-4","MISC BOILER CLEANING","","UNPLANNED","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1-Base","2025-10-21 11:50:02","2025"
"174869","Kyger","KygerUNPLANNED003-1-20-401-20-320-512-270-4","           ","003-1-20-401-20-320-512-270-4","003-1-20-401-20-320-512-270-4","BOILER CASING & INS","","UNPLANNED","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1-Base","2025-10-21 11:50:02","2025"
"174870","Kyger","KygerUNPLANNED003-1-20-401-20-320-512-273-4","           ","003-1-20-401-20-320-512-273-4","003-1-20-401-20-320-512-273-4","INSP & DESLAG DOOR","","UNPLANNED","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1-Base","2025-10-21 11:50:02","2025"
"174871","Kyger","KygerUNPLANNED003-1-20-401-20-320-512-277-4","           ","003-1-20-401-20-320-512-277-4","003-1-20-401-20-320-512-277-4","BURNERS&SEC AIR DMP","","UNPLANNED","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1-Base","2025-10-21 11:50:02","2025"
"174872","Kyger","KygerUNPLANNED003-1-20-401-20-320-512-280-4","           ","003-1-20-401-20-320-512-280-4","003-1-20-401-20-320-512-280-4","BLR DRUM & INTERNALS","","UNPLANNED","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1-Base","2025-10-21 11:50:02","2025"
"174961","Kyger","KygerMAINT003-1-20-401-20-320-511-030-4","           ","003-1-20-401-20-320-511-030-4","003-1-20-401-20-320-511-030-4","ELEVATOR PASSENGER","ALIMAK ELEVATOR, CY ST1","MAINT","N","0","0","0","0","0","0","0","350","0","0","0","0","350","350","350","350","350","0","","1-Base","2025-10-21 11:50:02","2025"
"174962","Kyger","KygerMAINT003-1-20-401-20-320-511-030-4","           ","003-1-20-401-20-320-511-030-4","003-1-20-401-20-320-511-030-4","ELEVATOR PASSENGER","ALIMAK ELEVATOR, CY ST4","MAINT","N","0","0","0","0","0","0","0","350","0","0","0","0","350","350","350","350","350","0","","1-Base","2025-10-21 11:50:02","2025"
"174963","Kyger","KygerMAINT003-1-20-401-20-320-511-030-4","           ","003-1-20-401-20-320-511-030-4","003-1-20-401-20-320-511-030-4","ELEVATOR PASSENGER","ALIMAK ELEVATOR, OLD STACK","MAINT","N","0","0","0","0","0","0","0","350","0","0","0","0","350","350","350","350","350","0","","1-Base","2025-10-21 11:50:02","2025"
"174964","Kyger","KygerMAINT003-1-20-401-20-320-511-030-4","           ","003-1-20-401-20-320-511-030-4","003-1-20-401-20-320-511-030-4","ELEVATOR PASSENGER","ALIMAK ELEVATOR, NEW STACK","MAINT","N","0","0","0","0","0","0","0","350","0","0","0","0","350","350","350","350","350","0","","1-Base","2025-10-21 11:50:02","2025"
"174965","Kyger","KygerMAINT003-1-20-401-20-320-511-030-4","           ","003-1-20-401-20-320-511-030-4","003-1-20-401-20-320-511-030-4","ELEVATOR PASSENGER","U1.2 & 5 Rope Grab Safety Devices - OMC Funding","MAINT","N","0","0","0","0","0","0","0","0","0","243000","0","0","243000","0","0","0","0","0","","1-Base","2025-10-21 11:50:02","2025"
"174966","Kyger","KygerMAINT003-1-20-401-20-320-511-061-4","           ","003-1-20-401-20-320-511-061-4","003-1-20-401-20-320-511-061-4","LIGHTING","FGD LIGHTING REPAIR 20K","MAINT","N","0","10000","10000","0","0","0","0","0","0","0","0","0","20000","20000","20000","20000","20000","0","","1-Safety","2025-10-21 11:50:02","2025"
"174967","Kyger","KygerMAINT003-1-20-401-20-320-511-061-4","           ","003-1-20-401-20-320-511-061-4","003-1-20-401-20-320-511-061-4","LIGHTING","WWTP LIGHTING REPAIR 15K","MAINT","N","0","0","0","7500","7500","0","0","0","0","0","0","0","15000","15000","15000","15000","15000","0","","1-Safety","2025-10-21 11:50:02","2025"
"174968","Kyger","KygerMAINT003-1-20-401-20-320-511-062-4","           ","003-1-20-401-20-320-511-062-4","003-1-20-401-20-320-511-062-4","EMERGENCY LIGHTING","COMPLETE STF EMERG LIST","MAINT","N","2500","2500","0","0","0","0","0","0","0","0","0","0","5000","5000","5000","5000","5000","0","","1-Safety","2025-10-21 11:50:02","2025"
"175037","Kyger","KygerMAINT003-1-20-401-20-320-512-240-4","           ","003-1-20-401-20-320-512-240-4","003-1-20-401-20-320-512-240-4","SLAG BLOWERS","PM & MISC REPAIRS","MAINT","N","7200","7200","7200","7200","7200","7200","7200","7200","7200","7200","7200","7200","86400","86400","86400","86400","86400","0","","1-Base","2025-10-21 11:50:02","2025"
"175038","Kyger","KygerMAINT003-1-20-401-20-320-512-240-4","           ","003-1-20-401-20-320-512-240-4","003-1-20-401-20-320-512-240-4","SLAG BLOWERS","SLAG BLOWER CARRIAGE REBUILD 11 @ 3200K EA (2300 LABOR/900 PARTS)","MAINT","N","0","3200","3200","3200","3200","3200","3200","3200","3200","3200","3200","3200","35200","35200","35200","35200","35200","0","","1-Reliabil","2025-10-21 11:50:02","2025"
"175039","Kyger","KygerMAINT003-1-20-401-20-320-512-270-4","           ","003-1-20-401-20-320-512-270-4","003-1-20-401-20-320-512-270-4","BOILER CASING & INS","JT THORPE CONTRACT (1/2 PM, 1GF, 1/2 ASBESTOS, 1/2 PAINT)","MAINT","N","0","35000","35000","35000","35000","35000","35000","35000","35000","35000","35000","70000","420000","420000","420000","420000","420000","0","Contractor","1-Base","2025-10-21 11:50:02","2025"
"175040","Kyger","KygerMAINT003-1-20-401-20-320-512-273-4","           ","003-1-20-401-20-320-512-273-4","003-1-20-401-20-320-512-273-4","INSP & DESLAG DOOR","","MAINT","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1-Base","2025-10-21 11:50:02","2025"
"175041","Kyger","KygerMAINT003-1-20-401-20-320-512-274-4","           ","003-1-20-401-20-320-512-274-4","003-1-20-401-20-320-512-274-4","COOLING COILS&PUMPS","DEIONIZING BOTTLES (NO CHARGES 2024)","MAINT","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1-Base","2025-10-21 11:50:02","2025"
"175042","Kyger","KygerMAINT003-1-20-401-20-320-512-276-4","           ","003-1-20-401-20-320-512-276-4","003-1-20-401-20-320-512-276-4","OIL LIGHTERS","PM & MISC REPAIRS","MAINT","N","1200","1200","1200","1200","1200","1200","1200","1200","1200","1200","1200","1200","14400","14400","14400","14400","14400","0","","1-Base","2025-10-21 11:50:02","2025"
"172461","Clifty","CliftyLA003-2-21-401-20-302-570-500-5","           ","003-2-21-401-20-302-570-500-5","003-2-21-401-20-302-570-500-5","MAINT STA EQP T&S","570.5","LA","L","10876.5694","9633.67","10887.6778","21386.3678","10987.0261","10467.1441","10813.3022","10831.2553","11151.7326","11330.6585","10764.8721","11122.1602","140252.4367","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172462","Clifty","CliftyLA003-2-21-401-20-320-500-900-5","           ","003-2-21-401-20-320-500-900-5","003-2-21-401-20-320-500-900-5","OPER SUPV & ENG","500","LA","L","521711.0749","462093.5272","522243.9041","723869.4176","527009.2973","502072.3699","518676.3671","519537.5149","534909.6896","543492.1434","516353.343","533491.2084","6727419.857","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"175501","System","SystemAP003-1-10-401-20-104-921-300-4","           ","003-1-10-401-20-104-921-300-4","003-1-10-401-20-104-921-300-4","SUPPLIES & EXP A/P","","AP","N","154","154","154","154","154","154","154","154","154","154","154","154","1848","1848","1848","1848","1848","0","","","2025-10-21 13:35:02","2025"
"175502","System","SystemAP003-1-10-401-20-104-921-301-4","           ","003-1-10-401-20-104-921-301-4","003-1-10-401-20-104-921-301-4","TRAINING SUPP&EXP: A/P","","AP","N","31","31","31","31","31","31","31","31","31","31","31","31","372","372","372","372","372","0","","","2025-10-21 13:35:02","2025"
"175503","System","SystemAP003-1-10-401-20-104-921-302-4","           ","003-1-10-401-20-104-921-302-4","003-1-10-401-20-104-921-302-4","COMPUTER EXP-HARDWARE A/P","","AP","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","2025-10-21 13:35:02","2025"
"175504","System","SystemAP003-1-10-401-20-104-921-303-4","           ","003-1-10-401-20-104-921-303-4","003-1-10-401-20-104-921-303-4","COMPUTER EXP-SOFTWARE A/P","","AP","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","2025-10-21 13:35:02","2025"
"175505","System","SystemEA003-1-10-401-20-000-923-210-4","           ","003-1-10-401-20-000-923-210-4","003-1-10-401-20-000-923-210-4","PJM CHARGES","","EA","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","2025-10-21 13:35:02","2025"
"175506","System","SystemEA003-1-10-401-20-140-556-100-4","           ","003-1-10-401-20-140-556-100-4","003-1-10-401-20-140-556-100-4","PJM FEES-ALL SPONSORS","PJM Fees - moved from ES","EA","N","2000","2000","2000","2000","2000","2000","2000","2000","2000","2000","2000","2000","24000","24000","24000","24000","24000","0","","","2025-10-21 13:35:02","2025"
"175507","System","SystemEA003-1-10-401-20-140-556-110-4","           ","003-1-10-401-20-140-556-110-4","003-1-10-401-20-140-556-110-4","PJM FEES-PJM SPONSORS","""""""""""""""Always nets to zero, need Env account though""""""""""""""","EA","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","2025-10-21 13:35:02","2025"
"175508","System","SystemEA003-1-10-401-20-140-556-120-4","           ","003-1-10-401-20-140-556-120-4","003-1-10-401-20-140-556-120-4","PURCHASED CAPACITY","""""""""""""""T.Fulk - 11/7/22 - Will need to budget for this""","EA","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","2025-10-21 13:35:02","2025"
"172463","Clifty","CliftyLA003-2-21-401-20-320-502-900-5","           ","003-2-21-401-20-320-502-900-5","003-2-21-401-20-320-502-900-5","BOILER LABOR","502","LA","L","406251.1104","359827.5321","406666.019","798802.939","410376.7823","390958.6504","403888.0142","404558.5813","416528.7374","423211.8069","402079.099","415424.1805","5238573.453","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172464","Clifty","CliftyLA003-2-21-401-20-320-505-900-5","           ","003-2-21-401-20-320-505-900-5","003-2-21-401-20-320-505-900-5","ELECTRIC LABOR","505","LA","L","263950.248","233787.832","264219.8232","518999.7724","266630.7874","254014.4017","262414.8927","262850.5748","270627.8475","274969.9842","261239.6008","269910.1927","3403615.957","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172465","Clifty","CliftyLA003-2-21-401-20-320-506-900-5","           ","003-2-21-401-20-320-506-900-5","003-2-21-401-20-320-506-900-5","MISC STATION LABOR","506","LA","L","61661.6132","54615.3488","61724.5889","121243.9218","62287.816","59340.4928","61302.9377","61404.7177","63221.5722","64235.9419","61028.3769","63053.9203","795121.2486","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172466","Clifty","CliftyLA003-2-21-401-20-320-511-001-5","           ","003-2-21-401-20-320-511-001-5","003-2-21-401-20-320-511-001-5","BLDG HEATING VENTL","511","LA","L","39355.6185","34858.3296","39395.8129","77384.1178","39755.2934","37874.1599","39126.6934","39191.6546","40351.2647","40998.6878","38951.4545","40244.2607","507487.3483","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172467","Clifty","CliftyLA003-2-21-401-20-320-512-120-5","           ","003-2-21-401-20-320-512-120-5","003-2-21-401-20-320-512-120-5","PA FAN","512.1","LA","L","119548.9774","105887.7438","119671.0741","235066.6179","120763.0538","115048.8102","118853.5806","119050.9108","122573.4118","124540.0627","118321.2646","122248.3698","1541573.878","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172468","Clifty","CliftyLA003-2-21-401-20-320-512-200-5","           ","003-2-21-401-20-320-512-200-5","003-2-21-401-20-320-512-200-5","DRUM GUAGES","512.2","LA","L","147845.1894","130950.4596","147996.1853","290704.8591","149346.6271","142279.8713","146985.1982","147229.2347","151585.4812","154017.6215","146326.8875","151183.5047","1906451.12","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172469","Clifty","CliftyLA003-2-21-401-20-320-512-301-5","           ","003-2-21-401-20-320-512-301-5","003-2-21-401-20-320-512-301-5","FORCED DRAFT FAN","512.3","LA","L","47652.6677","42207.2491","47701.3358","93698.4294","48136.603","45858.8842","47375.4799","47454.1364","48858.2184","49642.1328","47163.2968","48728.6555","614477.0896","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172470","Clifty","CliftyLA003-2-21-401-20-320-512-400-5","           ","003-2-21-401-20-320-512-400-5","003-2-21-401-20-320-512-400-5","MAIN STEAM PIPING","512.4","LA","L","8653.2867","7664.4487","8662.1244","17014.7741","8741.1649","8327.5521","8602.9519","8617.2352","8872.2036","9014.5553","8564.4214","8848.6762","111583.3951","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"172471","Clifty","CliftyLA003-2-21-401-20-320-512-500-5","           ","003-2-21-401-20-320-512-500-5","003-2-21-401-20-320-512-500-5","FGD ABOSORBER 13","512.5","LA","L","63546.5178","56284.8595","63611.4186","124950.1699","64191.8627","61154.4442","63176.8782","63281.7694","65154.1625","66199.54","62893.9244","64981.3857","819426.9335","0","0","0","0","0","","1B Base Co","2025-09-17 12:50:02","2025"
"175098","Kyger","KygerMAINT003-1-20-401-20-320-512-519-4","           ","003-1-20-401-20-320-512-519-4","003-1-20-401-20-320-512-519-4","FGD ESSENTIAL PWR-DC BAT INVRT","VERTIV LIMESTONE UNLOADING UPS & BATTERIES PM YEARLY (TXMR ISSUE)","MAINT","N","0","0","10000","0","0","0","0","0","0","0","0","0","10000","10000","10000","10000","10000","0","Contractor","1-Circular","2025-10-21 11:50:02","2025"
"175099","Kyger","KygerMAINT003-1-20-401-20-320-512-519-4","           ","003-1-20-401-20-320-512-519-4","003-1-20-401-20-320-512-519-4","FGD ESSENTIAL PWR-DC BAT INVRT","PM & MISC REPAIRS","MAINT","N","200","200","200","200","200","200","200","200","200","200","200","200","2400","2400","2400","2400","2400","0","","1-Circular","2025-10-21 11:50:02","2025"
"175100","Kyger","KygerMAINT003-1-20-401-20-320-512-519-4","           ","003-1-20-401-20-320-512-519-4","003-1-20-401-20-320-512-519-4","FGD ESSENTIAL PWR-DC BAT INVRT","VERTIV DFA UPS & BATTERIES PM YEARLY","MAINT","N","1000","0","0","0","0","0","0","0","0","0","0","0","1000","1000","1000","1000","1000","0","Contractor","1-Circular","2025-10-21 11:50:02","2025"
"175101","Kyger","KygerMAINT003-1-20-401-20-320-512-519-4","           ","003-1-20-401-20-320-512-519-4","003-1-20-401-20-320-512-519-4","FGD ESSENTIAL PWR-DC BAT INVRT","VERTIV BOILER SLAG UPS & BATTERIES PM YEARLY","MAINT","N","0","1000","0","0","0","0","0","0","0","0","0","0","1000","1000","1000","1000","1000","0","Contractor","1-Circular","2025-10-21 11:50:02","2025"
"175102","Kyger","KygerMAINT003-1-20-401-20-320-512-519-4","           ","003-1-20-401-20-320-512-519-4","003-1-20-401-20-320-512-519-4","FGD ESSENTIAL PWR-DC BAT INVRT","VERTIV LIMESTONE FILL UPS & BATTERIES PM YEARLY","MAINT","N","0","0","0","1000","0","0","0","0","0","0","0","0","1000","1000","1000","1000","1000","0","Contractor","1-Circular","2025-10-21 11:50:02","2025"
"175103","Kyger","KygerMAINT003-1-20-401-20-320-512-519-4","           ","003-1-20-401-20-320-512-519-4","003-1-20-401-20-320-512-519-4","FGD ESSENTIAL PWR-DC BAT INVRT","VERTIV JBR ELECTRICAL UPS & BATTERIES PM YEARLY","MAINT","N","0","0","0","0","1000","0","0","0","0","0","0","0","1000","1000","1000","1000","1000","0","Contractor","1-Circular","2025-10-21 11:50:02","2025"
"175120","Kyger","KygerMAINT003-1-20-401-20-320-513-140-4","           ","003-1-20-401-20-320-513-140-4","003-1-20-401-20-320-513-140-4","CONDENSERS","PM & MISC REPAIRS VAC POTS","MAINT","N","500","500","500","500","500","500","500","500","500","500","500","500","6000","6000","6000","6000","6000","0","","1-Base","2025-10-21 11:50:02","2025"
"175121","Kyger","KygerMAINT003-1-20-401-20-320-513-150-4","           ","003-1-20-401-20-320-513-150-4","003-1-20-401-20-320-513-150-4","TURBINE OIL TANK","CONTROL OIL FILTERS YEARLY PM ($4100K) EA @ 8 (REPLACED 7 - 23' & 8 IN 24')","MAINT","N","0","4100","4100","4100","4100","0","4100","4100","4100","0","4100","0","32800","32800","32800","32800","32800","0","","1-Base","2025-10-21 11:50:02","2025"
"175122","Kyger","KygerMAINT003-1-20-401-20-320-513-150-4","           ","003-1-20-401-20-320-513-150-4","003-1-20-401-20-320-513-150-4","TURBINE OIL TANK","PM & MISC REPAIRS","MAINT","N","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","0","11000","11000","11000","11000","11000","0","","1-Base","2025-10-21 11:50:02","2025"
"175123","Kyger","KygerMAINT003-1-20-401-20-320-513-152-4","           ","003-1-20-401-20-320-513-152-4","003-1-20-401-20-320-513-152-4","TURB OIL PUMP","PM & MISC REPAIRS","MAINT","N","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","1000","12000","12000","12000","12000","12000","0","","1-Base","2025-10-21 11:50:02","2025"
"175124","Kyger","KygerMAINT003-1-20-401-20-320-513-156-4","           ","003-1-20-401-20-320-513-156-4","003-1-20-401-20-320-513-156-4","OIL TREATING EQUIP","COALESCING FILTER ($7K X 2 YEAR)","MAINT","N","0","0","0","0","14000","0","0","0","0","0","0","0","14000","14000","14000","14000","14000","0","","1-Base","2025-10-21 11:50:02","2025"
"175125","Kyger","KygerMAINT003-1-20-401-20-320-513-159-4","           ","003-1-20-401-20-320-513-159-4","003-1-20-401-20-320-513-159-4","MISC TURB GEN LUBE","","MAINT","N","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","1-Base","2025-10-21 11:50:02","2025"
